Order,Family,Subfamily,Genus,Species,Type Species?,"Exemplar RefSeq
Accession Number","Exemplar GenBank
Accession Number",Exemplar Isolate,Genome Composition,Last Change,MSL of Last Changed,Proposal,Taxon History URL
Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,Cebine herpesvirus 1,0,,,,dsDNA,"New,",27,2012.006aV.A.v1.Cytomegalovirus-4sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140623
Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,Cercopithecine herpesvirus 5,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140624
Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,Human herpesvirus 5,1,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140625
Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,Macacine herpesvirus 3,0,,,,dsDNA,"Renamed,Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140626
Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,Panine herpesvirus 2,0,,,,dsDNA,"Renamed,Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140627
Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,Papiine herpesvirus 3,0,,,,dsDNA,"New,",27,2012.006aV.A.v1.Cytomegalovirus-4sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140628
Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,Saimiriine herpesvirus 4,0,,,,dsDNA,"New,",27,2012.006aV.A.v1.Cytomegalovirus-4sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140629
Herpesvirales,Herpesviridae,Betaherpesvirinae,Muromegalovirus,Murid herpesvirus 1,1,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140631
Herpesvirales,Herpesviridae,Betaherpesvirinae,Muromegalovirus,Murid herpesvirus 2,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140632
Herpesvirales,Herpesviridae,Betaherpesvirinae,Muromegalovirus,Murid herpesvirus 8,0,,,,dsDNA,"New,",26,2011.014aV.A.v2.Muromegalovirus-Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140633
Herpesvirales,Herpesviridae,Betaherpesvirinae,Proboscivirus,Elephantid herpesvirus 1,1,,,,dsDNA,"New,Assigned as Type Species,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140635
Herpesvirales,Herpesviridae,Betaherpesvirinae,Roseolovirus,Human herpesvirus 6A,1,,,,dsDNA,"New,Assigned as Type Species,",26,2011.004aV.A.v3.Rhadinovirus-Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140638
Herpesvirales,Herpesviridae,Betaherpesvirinae,Roseolovirus,Human herpesvirus 6B,0,,,,dsDNA,"New,",26,2011.004aV.A.v3.Rhadinovirus-Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140639
Herpesvirales,Herpesviridae,Betaherpesvirinae,Roseolovirus,Human herpesvirus 7,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140637
Herpesvirales,Herpesviridae,Betaherpesvirinae,Unassigned,Caviid herpesvirus 2,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140641
Herpesvirales,Herpesviridae,Betaherpesvirinae,Unassigned,Suid herpesvirus 2,0,,,,dsDNA,"New,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140642
Herpesvirales,Herpesviridae,Betaherpesvirinae,Unassigned,Tupaiid herpesvirus 1,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140643
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Callitrichine herpesvirus 3,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140646
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Cercopithecine herpesvirus 14,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140647
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Gorilline herpesvirus 1,0,,,,dsDNA,"Renamed,Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140648
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Human herpesvirus 4,1,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140649
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Macacine herpesvirus 4,0,,,,dsDNA,"Renamed,Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140650
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Panine herpesvirus 1,0,,,,dsDNA,"Renamed,Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140651
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Papiine herpesvirus 1,0,,,,dsDNA,"Renamed,Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140652
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Pongine herpesvirus 2,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140653
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Alcelaphine herpesvirus 1,1,,,,dsDNA,"Moved,Assigned as Type Species,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140655
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Alcelaphine herpesvirus 2,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140656
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Bovine herpesvirus 6,0,,,,dsDNA,"New,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140657
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Caprine herpesvirus 2,0,,,,dsDNA,"New,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140658
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Hippotragine herpesvirus 1,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140659
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Ovine herpesvirus 2,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140660
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Suid herpesvirus 3,0,,,,dsDNA,"New,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140661
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Suid herpesvirus 4,0,,,,dsDNA,"New,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140662
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Suid herpesvirus 5,0,,,,dsDNA,"New,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140663
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Percavirus,Equid herpesvirus 2,1,,,,dsDNA,"Moved,Assigned as Type Species,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140665
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Percavirus,Equid herpesvirus 5,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140666
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Percavirus,Mustelid herpesvirus 1,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140667
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Ateline herpesvirus 2,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140669
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Ateline herpesvirus 3,0,,,,dsDNA,"New,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140670
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Bovine herpesvirus 4,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140671
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Cricetid herpesvirus 2,0,,,,dsDNA,"New,",26,2011.013aV.A.v1.Rhadinovirus-Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140672
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Human herpesvirus 8,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140673
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Macacine herpesvirus 5,0,,,,dsDNA,"Renamed,Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140674
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Murid herpesvirus 4,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140675
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Murid herpesvirus 7,0,,,,dsDNA,"New,",26,2011.004aV.A.v3.Rhadinovirus-Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140676
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Saimiriine herpesvirus 2,1,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140677
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unassigned,Equid herpesvirus 7,0,,,,dsDNA,"Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140679
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unassigned,Phocid herpesvirus 2,0,,,,dsDNA,"New,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140680
Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unassigned,Saguinine herpesvirus 1,0,,,,dsDNA,"Renamed,Moved,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140681
Herpesvirales,Herpesviridae,,Unassigned,Iguanid herpesvirus 2,0,,,,dsDNA,"New,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140684
Herpesvirales,Malacoherpesviridae,,Aurivirus,Haliotid herpesvirus 1,1,,,,dsDNA,"New,Assigned as Type Species,",27,2011.022a-dV.A.v1.Aurivirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140688
Herpesvirales,Malacoherpesviridae,,Ostreavirus,Ostreid herpesvirus 1,1,,,,dsDNA,"New,Assigned as Type Species,",24,2005.020-72.04.Herpes,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140690
Ligamenvirales,Lipothrixviridae,,Alphalipothrixvirus,Thermoproteus tenax virus 1,1,,X14855,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140695
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,Acidianus filamentous virus 3,0,,AM087120,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140697
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,Acidianus filamentous virus 6,0,,AM087121,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140698
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,Acidianus filamentous virus 7,0,,AM087122,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140699
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,Acidianus filamentous virus 8,0,,AM087123,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140700
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,Acidianus filamentous virus 9,0,,EU545650,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140701
Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus,Sulfolobus islandicus filamentous virus,1,,AF440571,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140702
Ligamenvirales,Lipothrixviridae,,Deltalipothrixvirus,Acidianus filamentous virus 2,1,,AJ854042,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140704
Ligamenvirales,Lipothrixviridae,,Gammalipothrixvirus,Acidianus filamentous virus 1,1,,AJ567472,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140706
Ligamenvirales,Rudiviridae,,Rudivirus,Acidianus rod-shaped virus 1,0,,AJ875026,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140710
Ligamenvirales,Rudiviridae,,Rudivirus,Sulfolobus islandicus rod-shaped virus 1,0,,AJ414696,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140711
Ligamenvirales,Rudiviridae,,Rudivirus,Sulfolobus islandicus rod-shaped virus 2,1,,AJ344259,,dsDNA,"Moved,",27,2011.008a-cB.A.v2.Ligamenvirales,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140712
Mononegavirales,Bornaviridae,,Bornavirus,Mammalian 1 bornavirus,1,,,,ssRNA(-),"Renamed,",29,"2014.010a,bV.A.v2.Bornaviridae_spren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140717
Mononegavirales,Bornaviridae,,Bornavirus,Passeriform 1 bornavirus,0,,KC464471,canary bornavirus 1,ssRNA(-),"New,",29,"2014.010a,bV.A.v2.Bornaviridae_spren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140719
Mononegavirales,Bornaviridae,,Bornavirus,Passeriform 2 bornavirus,0,,KF680099,estrildid finch bornavirus 1,ssRNA(-),"New,",29,"2014.010a,bV.A.v2.Bornaviridae_spren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140720
Mononegavirales,Bornaviridae,,Bornavirus,Psittaciform 1 bornavirus,0,,GU249595,parrot bornavirus 1,ssRNA(-),"New,",29,"2014.010a,bV.A.v2.Bornaviridae_spren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140718
Mononegavirales,Bornaviridae,,Bornavirus,Waterbird 1 bornavirus,0,,KF578398,aquatic bird bornavirus 1,ssRNA(-),"New,",29,"2014.010a,bV.A.v2.Bornaviridae_spren",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140721
Mononegavirales,Filoviridae,,Cuevavirus,Lloviu cuevavirus,1,NC_016144,,Lloviu virus M.schreibersii-wt/ESP/2003/Asturias-Bat86,ssRNA(-),"New,",28,2012.005a-dV.A.v2.Cuevavirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140725
Mononegavirales,Filoviridae,,Ebolavirus,Bundibugyo ebolavirus,0,NC_014373,,Bundibugyo virus H.sapiens-tc/UGA/2007/Butalya-811250,ssRNA(-),"New,",26,2010.010aV.A.v1.Ebolavirus-sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140727
Mononegavirales,Filoviridae,,Ebolavirus,Reston ebolavirus,0,NC_004161,,Sudan virus H.sapiens-tc/UGA/2000/Gulu-808892,ssRNA(-),"Renamed,Moved,",21,2002.V034-039.Filoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140728
Mononegavirales,Filoviridae,,Ebolavirus,Sudan ebolavirus,0,NC_006432,,Sudan virus H.sapiens-tc/UGA/2000/Gulu-808892,ssRNA(-),"Renamed,Moved,",21,2002.V034-039.Filoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140729
Mononegavirales,Filoviridae,,Ebolavirus,Taï Forest ebolavirus,0,NC_014372,,Taï Forest virus H.sapiens-tc/CIV/1994/Pauléoula-CI,ssRNA(-),"Renamed,",25,2010.010bV.A.v3.Ebolavirus-ren-Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140730
Mononegavirales,Filoviridae,,Ebolavirus,Zaire ebolavirus,1,NC_002549,,Sudan virus H.sapiens-tc/UGA/2000/Gulu-808892,ssRNA(-),"Renamed,Moved,",21,2002.V034-039.Filoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140731
Mononegavirales,Filoviridae,,Marburgvirus,Marburg marburgvirus,1,NC_001608,,Marburg virus H.sapiens-tc/KEN/1980/Mt. Elgon-Musoke,ssRNA(-),"Renamed,",26,2010.010bV.A.v3.Ebolavirus-ren-Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140733
Mononegavirales,Nyamiviridae,,Nyavirus,Midway nyavirus,0,,,,ssRNA(-),"New,",28,2013.002a-hV.A.v1.Nyamiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140737
Mononegavirales,Nyamiviridae,,Nyavirus,Nyamanini nyavirus,1,,,,ssRNA(-),"New,",28,2013.002a-hV.A.v1.Nyamiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140738
Mononegavirales,Nyamiviridae,,Nyavirus,Sierra Nevada nyavirus,0,,KF530058,BA-T,ssRNA(-),"New,",29,2014.007aV.A.v2.Nyavirus_sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140739
Mononegavirales,Nyamiviridae,,Unassigned,Soybean cyst nematode virus,0,,,,ssRNA(-),"New,",28,2013.002a-hV.A.v1.Nyamiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140741
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Aquaparamyxovirus,Atlantic salmon paramyxovirus,1,,,,ssRNA(-),"New,Assigned as Type Species,",26,2009.005a-fV.A.v2.Aquaparamyxovirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140745
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,Avian paramyxovirus 2,0,,,,ssRNA(-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140747
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,Avian paramyxovirus 3,0,,,,ssRNA(-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140748
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,Avian paramyxovirus 4,0,,,,ssRNA(-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140749
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,Avian paramyxovirus 5,0,,,,ssRNA(-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140750
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,Avian paramyxovirus 6,0,,,,ssRNA(-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140751
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,Avian paramyxovirus 7,0,,,,ssRNA(-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140752
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,Avian paramyxovirus 8,0,,,,ssRNA(-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140753
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,Avian paramyxovirus 9,0,,,,ssRNA(-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140754
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Avulavirus,Newcastle disease virus,1,,,,ssRNA(-),"Moved,Assigned as Type Species,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140755
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Ferlavirus,Fer-de-Lance paramyxovirus,1,,,,ssRNA(-),"New,Assigned as Type Species,",26,2009.007a-fV.A.v2.Ferlavirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140757
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,Hendra virus,1,,,,ssRNA(-),"New,Assigned as Type Species,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140759
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,Nipah virus,0,,,,ssRNA(-),"New,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140760
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,Canine distemper virus,0,,,,ssRNA(-),"Moved,",11,Ratification_1990,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140762
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,Cetacean morbillivirus,0,,,,ssRNA(-),"New,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140763
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,Measles virus,1,,,,ssRNA(-),"Moved,",11,Ratification_1990,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140764
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,Peste-des-petits-ruminants virus,0,,,,ssRNA(-),"Moved,",11,Ratification_1990,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140765
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,Phocine distemper virus,0,,,,ssRNA(-),"New,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140766
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,Rinderpest virus,0,,,,ssRNA(-),"Moved,",11,Ratification_1990,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140767
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,Bovine parainfluenza virus 3,0,,,,ssRNA(-),"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140769
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,Human parainfluenza virus 1,0,,,,ssRNA(-),"Removed as Type Species,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140770
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,Human parainfluenza virus 3,0,,,,ssRNA(-),"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140771
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,Sendai virus,1,,,,ssRNA(-),"Assigned as Type Species,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140772
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,Simian virus 10,0,,,,ssRNA(-),"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140773
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,Human parainfluenza virus 2,0,,,,ssRNA(-),"Moved,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140775
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,Human parainfluenza virus 4,0,,,,ssRNA(-),"Merged,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140776
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,Mapuera virus,0,,,,ssRNA(-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140777
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,Mumps virus,1,,,,ssRNA(-),"Moved,Assigned as Type Species,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140778
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,Parainfluenza virus 5,0,,,,ssRNA(-),"Renamed,",25,2009.011aV.v2.rename_SV5,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140779
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,Porcine rubulavirus,0,,,,ssRNA(-),"New,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140780
Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,Simian virus 41,0,,,,ssRNA(-),"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140781
Mononegavirales,Paramyxoviridae,Pneumovirinae,Metapneumovirus,Avian metapneumovirus,1,,,,ssRNA(-),"Renamed,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140784
Mononegavirales,Paramyxoviridae,Pneumovirinae,Metapneumovirus,Human metapneumovirus,0,,,,ssRNA(-),"New,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140785
Mononegavirales,Paramyxoviridae,Pneumovirinae,Pneumovirus,Bovine respiratory syncytial virus,0,,,,ssRNA(-),"Moved,",11,Ratification_1990,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140787
Mononegavirales,Paramyxoviridae,Pneumovirinae,Pneumovirus,Human respiratory syncytial virus,1,,,,ssRNA(-),"Renamed,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140788
Mononegavirales,Paramyxoviridae,Pneumovirinae,Pneumovirus,Murine pneumonia virus,0,,,,ssRNA(-),"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20140789
